text,label,start_char,end_char,source_url
Cyprus,PERSON,17449,17455,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
Estonia,GPE,17731,17738,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
Poland,PERSON,18918,18924,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
Algeria,PERSON,21516,21523,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
Brazil,PERSON,21801,21807,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
Slovakia,PERSON,23073,23081,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
Summer Olympic Games,EVENT,23805,23825,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
the Youth Olympic Games,EVENT,25827,25850,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
World Gymnastics Championships,EVENT,25892,25922,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
Olympedia – Medals by country,WORK_OF_ART,25996,26025,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
Olympic Analytics – Medals by Countries,WORK_OF_ART,26033,26072,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
2022-01-31,DATE,26102,26112,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
2022-01-,DATE,26188,26196,https://en.wikipedia.org/wiki/Gymnastics_at_the_Summer_Olympics
Olympic Games,EVENT,0,13,https://en.wikipedia.org/wiki/Olympic_Games
Athens,GPE,111,117,https://en.wikipedia.org/wiki/Olympic_Games
Greece,GPE,119,125,https://en.wikipedia.org/wiki/Olympic_Games
1896,DATE,129,133,https://en.wikipedia.org/wiki/Olympic_Games
Winter Chamonix,EVENT,134,149,https://en.wikipedia.org/wiki/Olympic_Games
France,GPE,151,157,https://en.wikipedia.org/wiki/Olympic_Games
1924,DATE,161,165,https://en.wikipedia.org/wiki/Olympic_Games
Four years,DATE,184,194,https://en.wikipedia.org/wiki/Olympic_Games
two years,DATE,207,216,https://en.wikipedia.org/wiki/Olympic_Games
four-year,DATE,228,237,https://en.wikipedia.org/wiki/Olympic_Games
Lausanne,GPE,263,271,https://en.wikipedia.org/wiki/Olympic_Games
Switzerland,GPE,273,284,https://en.wikipedia.org/wiki/Olympic_Games
Kirsty Coventry,PERSON,301,316,https://en.wikipedia.org/wiki/Olympic_Games
Olympics,EVENT,479,487,https://en.wikipedia.org/wiki/Olympic_Games
Jeux olympiques)[a][1,EVENT,497,518,https://en.wikipedia.org/wiki/Olympic_Games
summer,DATE,591,597,https://en.wikipedia.org/wiki/Olympic_Games
winter,DATE,602,608,https://en.wikipedia.org/wiki/Olympic_Games
The Olympic Games,EVENT,727,744,https://en.wikipedia.org/wiki/Olympic_Games
Games,EVENT,882,887,https://en.wikipedia.org/wiki/Olympic_Games
the year,DATE,957,965,https://en.wikipedia.org/wiki/Olympic_Games
every four years,DATE,1019,1035,https://en.wikipedia.org/wiki/Olympic_Games
1994,DATE,1043,1047,https://en.wikipedia.org/wiki/Olympic_Games
the Summer and Winter Olympics,EVENT,1078,1108,https://en.wikipedia.org/wiki/Olympic_Games
Olympia,GPE,1228,1235,https://en.wikipedia.org/wiki/Olympic_Games
from the 8th century BC,DATE,1245,1268,https://en.wikipedia.org/wiki/Olympic_Games
the 4th century AD,DATE,1272,1290,https://en.wikipedia.org/wiki/Olympic_Games
Pierre de Coubertin,PERSON,1298,1317,https://en.wikipedia.org/wiki/Olympic_Games
the International Olympic Committee,ORG,1326,1361,https://en.wikipedia.org/wiki/Olympic_Games
IOC,ORG,1363,1366,https://en.wikipedia.org/wiki/Olympic_Games
1894,DATE,1371,1375,https://en.wikipedia.org/wiki/Olympic_Games
the Olympic Movement,ORG,1463,1483,https://en.wikipedia.org/wiki/Olympic_Games
the Olympic Games,EVENT,1544,1561,https://en.wikipedia.org/wiki/Olympic_Games
the 20th and 21st centuries,DATE,1667,1694,https://en.wikipedia.org/wiki/Olympic_Games
the Winter Olympic Games,EVENT,1800,1824,https://en.wikipedia.org/wiki/Olympic_Games
the Paralympic Games,EVENT,1850,1870,https://en.wikipedia.org/wiki/Olympic_Games
the Youth Olympic Games,EVENT,1903,1926,https://en.wikipedia.org/wiki/Olympic_Games
14 to 18,DATE,1945,1953,https://en.wikipedia.org/wiki/Olympic_Games
Continental Games,EVENT,1964,1981,https://en.wikipedia.org/wiki/Olympic_Games
the World Games,EVENT,2041,2056,https://en.wikipedia.org/wiki/Olympic_Games
Deaflympics,EVENT,2139,2150,https://en.wikipedia.org/wiki/Olympic_Games
the Special Olympics,EVENT,2155,2175,https://en.wikipedia.org/wiki/Olympic_Games
Coubertin,PERSON,2363,2372,https://en.wikipedia.org/wiki/Olympic_Games
World Wars I,EVENT,2573,2585,https://en.wikipedia.org/wiki/Olympic_Games
1916,DATE,2624,2628,https://en.wikipedia.org/wiki/Olympic_Games
1940,DATE,2630,2634,https://en.wikipedia.org/wiki/Olympic_Games
1944,DATE,2640,2644,https://en.wikipedia.org/wiki/Olympic_Games
the Cold War,EVENT,2683,2695,https://en.wikipedia.org/wiki/Olympic_Games
1980,DATE,2725,2729,https://en.wikipedia.org/wiki/Olympic_Games
1984,DATE,2734,2738,https://en.wikipedia.org/wiki/Olympic_Games
2020,DATE,2760,2764,https://en.wikipedia.org/wiki/Olympic_Games
2021,DATE,2795,2799,https://en.wikipedia.org/wiki/Olympic_Games
The Olympic Movement,ORG,2838,2858,https://en.wikipedia.org/wiki/Olympic_Games
National Olympic Committees,ORG,2911,2938,https://en.wikipedia.org/wiki/Olympic_Games
NOCs,ORG,2940,2944,https://en.wikipedia.org/wiki/Olympic_Games
2022,DATE,3481,3485,https://en.wikipedia.org/wiki/Olympic_Games
Winter Olympics,EVENT,3486,3501,https://en.wikipedia.org/wiki/Olympic_Games
Every two years,DATE,3965,3980,https://en.wikipedia.org/wiki/Olympic_Games
Ancient Olympics,EVENT,4501,4517,https://en.wikipedia.org/wiki/Olympic_Games
"The ""Ancient Olympic Games""",EVENT,4518,4545,https://en.wikipedia.org/wiki/Olympic_Games
Zeus,PERSON,4669,4673,https://en.wikipedia.org/wiki/Olympic_Games
late August,DATE,4880,4891,https://en.wikipedia.org/wiki/Olympic_Games
early September.[10,DATE,4895,4914,https://en.wikipedia.org/wiki/Olympic_Games
Elis,GPE,5031,5035,https://en.wikipedia.org/wiki/Olympic_Games
Macedonia,GPE,5181,5190,https://en.wikipedia.org/wiki/Olympic_Games
Rome,GPE,5201,5205,https://en.wikipedia.org/wiki/Olympic_Games
Heracles,PERSON,6201,6209,https://en.wikipedia.org/wiki/Olympic_Games
Olympic,EVENT,6352,6359,https://en.wikipedia.org/wiki/Olympic_Games
every four years.[18,DATE,6404,6424,https://en.wikipedia.org/wiki/Olympic_Games
the Ancient Olympics,EVENT,6786,6806,https://en.wikipedia.org/wiki/Olympic_Games
776 BC,DATE,6810,6816,https://en.wikipedia.org/wiki/Olympic_Games
776 BC.[2,DATE,6935,6944,https://en.wikipedia.org/wiki/Olympic_Games
Olympiad,EVENT,7099,7107,https://en.wikipedia.org/wiki/Olympic_Games
the third year,DATE,7142,7156,https://en.wikipedia.org/wiki/Olympic_Games
Ladas,PERSON,7189,7194,https://en.wikipedia.org/wiki/Olympic_Games
The Ancient Games,EVENT,7231,7248,https://en.wikipedia.org/wiki/Olympic_Games
Coroebus,PERSON,7493,7501,https://en.wikipedia.org/wiki/Olympic_Games
Phidias,PERSON,7821,7828,https://en.wikipedia.org/wiki/Olympic_Games
Pelops,PERSON,7865,7871,https://en.wikipedia.org/wiki/Olympic_Games
Oenomaus,PERSON,8021,8029,https://en.wikipedia.org/wiki/Olympic_Games
Finley,PERSON,8381,8387,https://en.wikipedia.org/wiki/Olympic_Games
Perrottet[11,PERSON,8419,8431,https://en.wikipedia.org/wiki/Olympic_Games
the Panhellenic Games,EVENT,8619,8640,https://en.wikipedia.org/wiki/Olympic_Games
the Pythian Games,EVENT,8657,8674,https://en.wikipedia.org/wiki/Olympic_Games
the Nemean Games,EVENT,8676,8692,https://en.wikipedia.org/wiki/Olympic_Games
the Isthmian Games.[26,EVENT,8698,8720,https://en.wikipedia.org/wiki/Olympic_Games
the 6th and 5th centuries BC,DATE,8779,8807,https://en.wikipedia.org/wiki/Olympic_Games
393 AD,DATE,9011,9017,https://en.wikipedia.org/wiki/Olympic_Games
Theodosius I,PERSON,9036,9048,https://en.wikipedia.org/wiki/Olympic_Games
426 AD,DATE,9141,9147,https://en.wikipedia.org/wiki/Olympic_Games
Theodosius II,PERSON,9169,9182,https://en.wikipedia.org/wiki/Olympic_Games
the modern era,DATE,9325,9339,https://en.wikipedia.org/wiki/Olympic_Games
the 17th century,DATE,9367,9383,https://en.wikipedia.org/wiki/Olympic_Games
the Cotswold Games,EVENT,9410,9428,https://en.wikipedia.org/wiki/Olympic_Games
"Cotswold Olimpick Games""",EVENT,9433,9457,https://en.wikipedia.org/wiki/Olympic_Games
Chipping Campden,GPE,9482,9498,https://en.wikipedia.org/wiki/Olympic_Games
England,GPE,9500,9507,https://en.wikipedia.org/wiki/Olympic_Games
Robert Dover,PERSON,9572,9584,https://en.wikipedia.org/wiki/Olympic_Games
between 1612 and 1642,DATE,9585,9606,https://en.wikipedia.org/wiki/Olympic_Games
the present day,DATE,9654,9669,https://en.wikipedia.org/wiki/Olympic_Games
The British Olympic Association,ORG,9671,9702,https://en.wikipedia.org/wiki/Olympic_Games
2012,DATE,9723,9727,https://en.wikipedia.org/wiki/Olympic_Games
London,GPE,9745,9751,https://en.wikipedia.org/wiki/Olympic_Games
Britain,GPE,9802,9809,https://en.wikipedia.org/wiki/Olympic_Games
L'Olympiade de la République,EVENT,9837,9865,https://en.wikipedia.org/wiki/Olympic_Games
1796 to 1798,DATE,9914,9926,https://en.wikipedia.org/wiki/Olympic_Games
Revolutionary France,EVENT,9930,9950,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Games.[29,EVENT,9989,10006,https://en.wikipedia.org/wiki/Olympic_Games
The 1796 Games,EVENT,10086,10100,https://en.wikipedia.org/wiki/Olympic_Games
1834,DATE,10170,10174,https://en.wikipedia.org/wiki/Olympic_Games
1836,DATE,10179,10183,https://en.wikipedia.org/wiki/Olympic_Games
Ramlösa,GPE,10216,10223,https://en.wikipedia.org/wiki/Olympic_Games
Sweden,GPE,10225,10231,https://en.wikipedia.org/wiki/Olympic_Games
Stockholm,GPE,10240,10249,https://en.wikipedia.org/wiki/Olympic_Games
1843,DATE,10253,10257,https://en.wikipedia.org/wiki/Olympic_Games
Gustaf Johan Schartau,PERSON,10272,10293,https://en.wikipedia.org/wiki/Olympic_Games
1850,DATE,10367,10371,https://en.wikipedia.org/wiki/Olympic_Games
an Olympian Class,ORG,10373,10390,https://en.wikipedia.org/wiki/Olympic_Games
William Penny Brookes,PERSON,10406,10427,https://en.wikipedia.org/wiki/Olympic_Games
Shropshire,GPE,10448,10458,https://en.wikipedia.org/wiki/Olympic_Games
1859,DATE,10472,10476,https://en.wikipedia.org/wiki/Olympic_Games
Brookes,PERSON,10478,10485,https://en.wikipedia.org/wiki/Olympic_Games
Olympian Games,EVENT,10518,10532,https://en.wikipedia.org/wiki/Olympic_Games
annual,DATE,10539,10545,https://en.wikipedia.org/wiki/Olympic_Games
this day.[31,DATE,10575,10587,https://en.wikipedia.org/wiki/Olympic_Games
The Wenlock Olympian Society,ORG,10594,10622,https://en.wikipedia.org/wiki/Olympic_Games
15 November 1860.[32,DATE,10649,10669,https://en.wikipedia.org/wiki/Olympic_Games
Between 1862 and 1867,DATE,10675,10696,https://en.wikipedia.org/wiki/Olympic_Games
Liverpool,GPE,10698,10707,https://en.wikipedia.org/wiki/Olympic_Games
Grand Olympic Festival,EVENT,10723,10745,https://en.wikipedia.org/wiki/Olympic_Games
John Hulley,PERSON,10758,10769,https://en.wikipedia.org/wiki/Olympic_Games
Charles Pierre Melly,PERSON,10774,10794,https://en.wikipedia.org/wiki/Olympic_Games
the Liverpool Olympics.[35,EVENT,11035,11061,https://en.wikipedia.org/wiki/Olympic_Games
1865,DATE,11066,11070,https://en.wikipedia.org/wiki/Olympic_Games
Hulley,PERSON,11071,11077,https://en.wikipedia.org/wiki/Olympic_Games
E. G. Ravenstein,PERSON,11091,11107,https://en.wikipedia.org/wiki/Olympic_Games
the National Olympian Association,ORG,11116,11149,https://en.wikipedia.org/wiki/Olympic_Games
the British Olympic Association,ORG,11180,11211,https://en.wikipedia.org/wiki/Olympic_Games
1866,DATE,11313,11317,https://en.wikipedia.org/wiki/Olympic_Games
Great Britain,GPE,11347,11360,https://en.wikipedia.org/wiki/Olympic_Games
the Greek War of Independence,EVENT,11471,11500,https://en.wikipedia.org/wiki/Olympic_Games
the Ottoman Empire,GPE,11506,11524,https://en.wikipedia.org/wiki/Olympic_Games
1821,DATE,11528,11532,https://en.wikipedia.org/wiki/Olympic_Games
Panagiotis Soutsos,PERSON,11585,11603,https://en.wikipedia.org/wiki/Olympic_Games
Dialogue of the Dead,WORK_OF_ART,11617,11637,https://en.wikipedia.org/wiki/Olympic_Games
Evangelos Zappas,PERSON,11666,11682,https://en.wikipedia.org/wiki/Olympic_Games
Otto,PERSON,11745,11749,https://en.wikipedia.org/wiki/Olympic_Games
1856,DATE,11764,11768,https://en.wikipedia.org/wiki/Olympic_Games
the Olympic Games.[32,EVENT,11810,11831,https://en.wikipedia.org/wiki/Olympic_Games
Zappas,PERSON,11837,11843,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Games.[32,EVENT,12084,12101,https://en.wikipedia.org/wiki/Olympic_Games
1870,DATE,12142,12146,https://en.wikipedia.org/wiki/Olympic_Games
1875,DATE,12291,12295,https://en.wikipedia.org/wiki/Olympic_Games
1890,DATE,12314,12318,https://en.wikipedia.org/wiki/Olympic_Games
the Olympian Games,EVENT,12336,12354,https://en.wikipedia.org/wiki/Olympic_Games
the Wenlock Olympian Society,ORG,12358,12386,https://en.wikipedia.org/wiki/Olympic_Games
every four years.[37,DATE,12704,12724,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Congress,EVENT,12768,12784,https://en.wikipedia.org/wiki/Olympic_Games
International Olympic Committee,ORG,12806,12837,https://en.wikipedia.org/wiki/Olympic_Games
16 to 23 June 1894,DATE,12866,12884,https://en.wikipedia.org/wiki/Olympic_Games
the last day,DATE,12917,12929,https://en.wikipedia.org/wiki/Olympic_Games
Congress,ORG,12937,12945,https://en.wikipedia.org/wiki/Olympic_Games
Demetrius Vikelas,PERSON,13102,13119,https://en.wikipedia.org/wiki/Olympic_Games
Konstantinos Zappas,PERSON,13385,13404,https://en.wikipedia.org/wiki/Olympic_Games
the 1896 Games.[32,EVENT,13509,13527,https://en.wikipedia.org/wiki/Olympic_Games
George Averoff,PERSON,13543,13557,https://en.wikipedia.org/wiki/Olympic_Games
an Olympic Games.[42,EVENT,13917,13937,https://en.wikipedia.org/wiki/Olympic_Games
the Paris Exposition,EVENT,14352,14372,https://en.wikipedia.org/wiki/Olympic_Games
1900,DATE,14376,14380,https://en.wikipedia.org/wiki/Olympic_Games
the Louisiana Purchase Exposition,EVENT,14385,14418,https://en.wikipedia.org/wiki/Olympic_Games
St. Louis,GPE,14422,14431,https://en.wikipedia.org/wiki/Olympic_Games
1904,DATE,14435,14439,https://en.wikipedia.org/wiki/Olympic_Games
1906,DATE,14521,14525,https://en.wikipedia.org/wiki/Olympic_Games
Intercalated Games,EVENT,14526,14544,https://en.wikipedia.org/wiki/Olympic_Games
The 1906 Games,EVENT,14861,14875,https://en.wikipedia.org/wiki/Olympic_Games
no Intercalated Games,EVENT,14957,14978,https://en.wikipedia.org/wiki/Olympic_Games
Winter Games,EVENT,15005,15017,https://en.wikipedia.org/wiki/Olympic_Games
The Winter Olympics,EVENT,15018,15037,https://en.wikipedia.org/wiki/Olympic_Games
the Summer Games,EVENT,15130,15146,https://en.wikipedia.org/wiki/Olympic_Games
1908,DATE,15167,15171,https://en.wikipedia.org/wiki/Olympic_Games
1920,DATE,15176,15180,https://en.wikipedia.org/wiki/Olympic_Games
the Summer Olympics.[46,EVENT,15242,15265,https://en.wikipedia.org/wiki/Olympic_Games
1921,DATE,15358,15362,https://en.wikipedia.org/wiki/Olympic_Games
A winter sports week,DATE,15455,15475,https://en.wikipedia.org/wiki/Olympic_Games
11 days,DATE,15493,15500,https://en.wikipedia.org/wiki/Olympic_Games
Chamonix,GPE,15522,15530,https://en.wikipedia.org/wiki/Olympic_Games
the Paris Games,EVENT,15559,15574,https://en.wikipedia.org/wiki/Olympic_Games
three months later,DATE,15580,15598,https://en.wikipedia.org/wiki/Olympic_Games
Winter Olympic Games.[47,EVENT,15628,15652,https://en.wikipedia.org/wiki/Olympic_Games
the Winter and Summer Games,EVENT,15712,15739,https://en.wikipedia.org/wiki/Olympic_Games
a given year,DATE,15743,15755,https://en.wikipedia.org/wiki/Olympic_Games
the Winter Games,EVENT,15812,15828,https://en.wikipedia.org/wiki/Olympic_Games
the same year,DATE,15863,15876,https://en.wikipedia.org/wiki/Olympic_Games
the 1992 Games,EVENT,15942,15956,https://en.wikipedia.org/wiki/Olympic_Games
Albertville,GPE,15960,15971,https://en.wikipedia.org/wiki/Olympic_Games
the Winter Olympics,EVENT,16024,16043,https://en.wikipedia.org/wiki/Olympic_Games
each Summer Olympics.[30,EVENT,16088,16112,https://en.wikipedia.org/wiki/Olympic_Games
every two years,DATE,16272,16287,https://en.wikipedia.org/wiki/Olympic_Games
1948,DATE,16324,16328,https://en.wikipedia.org/wiki/Olympic_Games
Ludwig Guttmann,PERSON,16334,16349,https://en.wikipedia.org/wiki/Olympic_Games
World War II,EVENT,16410,16422,https://en.wikipedia.org/wiki/Olympic_Games
the Stoke Mandeville Games,EVENT,16543,16569,https://en.wikipedia.org/wiki/Olympic_Games
Guttmann,PERSON,16571,16579,https://en.wikipedia.org/wiki/Olympic_Games
1960,DATE,16732,16736,https://en.wikipedia.org/wiki/Olympic_Games
"the ""Parallel Olympics""",EVENT,16790,16813,https://en.wikipedia.org/wiki/Olympic_Games
the Summer Olympics,EVENT,16842,16861,https://en.wikipedia.org/wiki/Olympic_Games
Paralympics,EVENT,16896,16907,https://en.wikipedia.org/wiki/Olympic_Games
every Olympic year,DATE,16955,16973,https://en.wikipedia.org/wiki/Olympic_Games
1988,DATE,16997,17001,https://en.wikipedia.org/wiki/Olympic_Games
Summer Games,EVENT,17002,17014,https://en.wikipedia.org/wiki/Olympic_Games
Seoul,GPE,17018,17023,https://en.wikipedia.org/wiki/Olympic_Games
The International Olympic Committee,ORG,17104,17139,https://en.wikipedia.org/wiki/Olympic_Games
the International Paralympic Committee,ORG,17150,17188,https://en.wikipedia.org/wiki/Olympic_Games
IPC,ORG,17190,17193,https://en.wikipedia.org/wiki/Olympic_Games
2001,DATE,17218,17222,https://en.wikipedia.org/wiki/Olympic_Games
Paralympic Games.[52][53,EVENT,17308,17332,https://en.wikipedia.org/wiki/Olympic_Games
the 2008,EVENT,17368,17376,https://en.wikipedia.org/wiki/Olympic_Games
Beijing,GPE,17393,17400,https://en.wikipedia.org/wiki/Olympic_Games
the 2010,EVENT,17409,17417,https://en.wikipedia.org/wiki/Olympic_Games
Vancouver,GPE,17434,17443,https://en.wikipedia.org/wiki/Olympic_Games
Two years,DATE,17445,17454,https://en.wikipedia.org/wiki/Olympic_Games
LOCOG,ORG,17482,17487,https://en.wikipedia.org/wiki/Olympic_Games
Lord Coe,PERSON,17497,17505,https://en.wikipedia.org/wiki/Olympic_Games
Paralympic,EVENT,17668,17678,https://en.wikipedia.org/wiki/Olympic_Games
Youth Games,EVENT,17766,17777,https://en.wikipedia.org/wiki/Olympic_Games
2010,DATE,17781,17785,https://en.wikipedia.org/wiki/Olympic_Games
the Youth Games,EVENT,17826,17841,https://en.wikipedia.org/wiki/Olympic_Games
between the ages of 14 and 18,DATE,17863,17892,https://en.wikipedia.org/wiki/Olympic_Games
The Youth Olympic Games,EVENT,17916,17939,https://en.wikipedia.org/wiki/Olympic_Games
Jacques Rogge,PERSON,17972,17985,https://en.wikipedia.org/wiki/Olympic_Games
Summer Youth Games,EVENT,18063,18081,https://en.wikipedia.org/wiki/Olympic_Games
Singapore,GPE,18095,18104,https://en.wikipedia.org/wiki/Olympic_Games
14 to 26 August 2010,DATE,18110,18130,https://en.wikipedia.org/wiki/Olympic_Games
Innsbruck,GPE,18180,18189,https://en.wikipedia.org/wiki/Olympic_Games
Austria,GPE,18191,18198,https://en.wikipedia.org/wiki/Olympic_Games
two years later.[57,DATE,18200,18219,https://en.wikipedia.org/wiki/Olympic_Games
twelve days,DATE,18301,18312,https://en.wikipedia.org/wiki/Olympic_Games
nine days.[58,DATE,18349,18362,https://en.wikipedia.org/wiki/Olympic_Games
the Summer Youth Games,EVENT,18430,18452,https://en.wikipedia.org/wiki/Olympic_Games
the Winter Youth Games.[59][60,EVENT,18492,18522,https://en.wikipedia.org/wiki/Olympic_Games
21st-century,DATE,18757,18769,https://en.wikipedia.org/wiki/Olympic_Games
Games,ORG,18770,18775,https://en.wikipedia.org/wiki/Olympic_Games
The Summer Olympics,EVENT,18916,18935,https://en.wikipedia.org/wiki/Olympic_Games
Puerto Rico,GPE,19822,19833,https://en.wikipedia.org/wiki/Olympic_Games
Bermuda,GPE,19835,19842,https://en.wikipedia.org/wiki/Olympic_Games
Hong Kong,GPE,19848,19857,https://en.wikipedia.org/wiki/Olympic_Games
Sint Maarten,GPE,20206,20218,https://en.wikipedia.org/wiki/Olympic_Games
Curaçao,GPE,20223,20230,https://en.wikipedia.org/wiki/Olympic_Games
Aruba,GPE,20282,20287,https://en.wikipedia.org/wiki/Olympic_Games
the Aruban Olympic Committee,ORG,20329,20357,https://en.wikipedia.org/wiki/Olympic_Games
Netherlands Antilles,GPE,20412,20432,https://en.wikipedia.org/wiki/Olympic_Games
Netherlands,GPE,20477,20488,https://en.wikipedia.org/wiki/Olympic_Games
2016,DATE,20547,20551,https://en.wikipedia.org/wiki/Olympic_Games
Beijing,EVENT,20883,20890,https://en.wikipedia.org/wiki/Olympic_Games
2008,DATE,20891,20895,https://en.wikipedia.org/wiki/Olympic_Games
Sochi,EVENT,20962,20967,https://en.wikipedia.org/wiki/Olympic_Games
2014,DATE,20968,20972,https://en.wikipedia.org/wiki/Olympic_Games
London 2012,EVENT,21122,21133,https://en.wikipedia.org/wiki/Olympic_Games
Sochi 2014.[73,EVENT,21210,21224,https://en.wikipedia.org/wiki/Olympic_Games
1976,DATE,21263,21267,https://en.wikipedia.org/wiki/Olympic_Games
Montreal,GPE,21284,21292,https://en.wikipedia.org/wiki/Olympic_Games
Moscow,GPE,21322,21328,https://en.wikipedia.org/wiki/Olympic_Games
Los Angeles,GPE,21398,21409,https://en.wikipedia.org/wiki/Olympic_Games
Peter Ueberroth,PERSON,21586,21601,https://en.wikipedia.org/wiki/Olympic_Games
the LA84 Foundation,ORG,21637,21656,https://en.wikipedia.org/wiki/Olympic_Games
Southern California,LOC,21684,21703,https://en.wikipedia.org/wiki/Olympic_Games
Summer Olympics,EVENT,21761,21776,https://en.wikipedia.org/wiki/Olympic_Games
Montreal,EVENT,22152,22160,https://en.wikipedia.org/wiki/Olympic_Games
London,EVENT,22314,22320,https://en.wikipedia.org/wiki/Olympic_Games
the Tokyo 2020 Olympics,EVENT,22721,22744,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Committee,ORG,22998,23015,https://en.wikipedia.org/wiki/Olympic_Games
TOP,ORG,23073,23076,https://en.wikipedia.org/wiki/Olympic_Games
December 2020,DATE,23689,23702,https://en.wikipedia.org/wiki/Olympic_Games
December 2021,DATE,23771,23784,https://en.wikipedia.org/wiki/Olympic_Games
the Tokyo 2020 Games.[77][78,EVENT,23857,23885,https://en.wikipedia.org/wiki/Olympic_Games
Bob Barney,PERSON,24012,24022,https://en.wikipedia.org/wiki/Olympic_Games
the International Centre for Olympic Studies,ORG,24048,24092,https://en.wikipedia.org/wiki/Olympic_Games
1989,DATE,24096,24100,https://en.wikipedia.org/wiki/Olympic_Games
the Olympic Games.[79][80,EVENT,24155,24180,https://en.wikipedia.org/wiki/Olympic_Games
Olympika,ORG,24377,24385,https://en.wikipedia.org/wiki/Olympic_Games
1992,DATE,24389,24393,https://en.wikipedia.org/wiki/Olympic_Games
the Olympic Games.[81][82,EVENT,24447,24472,https://en.wikipedia.org/wiki/Olympic_Games
1991,DATE,24485,24489,https://en.wikipedia.org/wiki/Olympic_Games
the International Society of Olympic Historians,ORG,24491,24538,https://en.wikipedia.org/wiki/Olympic_Games
the Journal of Olympic History.[83,ORG,24549,24583,https://en.wikipedia.org/wiki/Olympic_Games
several years,DATE,25282,25295,https://en.wikipedia.org/wiki/Olympic_Games
the Centre on Housing Rights and Evictions,ORG,25422,25464,https://en.wikipedia.org/wiki/Olympic_Games
"two decades,[when",DATE,25535,25552,https://en.wikipedia.org/wiki/Olympic_Games
Sochi,GPE,25644,25649,https://en.wikipedia.org/wiki/Olympic_Games
the European Bank for Reconstruction and Development,ORG,25761,25813,https://en.wikipedia.org/wiki/Olympic_Games
Russia,GPE,25874,25880,https://en.wikipedia.org/wiki/Olympic_Games
Krasnodar,GPE,25953,25962,https://en.wikipedia.org/wiki/Olympic_Games
December 2014,DATE,26017,26030,https://en.wikipedia.org/wiki/Olympic_Games
eight months,DATE,26032,26044,https://en.wikipedia.org/wiki/Olympic_Games
Guardian,ORG,26066,26074,https://en.wikipedia.org/wiki/Olympic_Games
Almaty,GPE,26390,26396,https://en.wikipedia.org/wiki/Olympic_Games
Kazakhstan,GPE,26398,26408,https://en.wikipedia.org/wiki/Olympic_Games
China,GPE,26423,26428,https://en.wikipedia.org/wiki/Olympic_Games
the 2008 Summer Olympics,EVENT,26443,26467,https://en.wikipedia.org/wiki/Olympic_Games
2024,DATE,26615,26619,https://en.wikipedia.org/wiki/Olympic_Games
Paris,GPE,26667,26672,https://en.wikipedia.org/wiki/Olympic_Games
2028,DATE,26787,26791,https://en.wikipedia.org/wiki/Olympic_Games
the International Federation of Association Football,ORG,27755,27807,https://en.wikipedia.org/wiki/Olympic_Games
FIFA,ORG,27809,27813,https://en.wikipedia.org/wiki/Olympic_Games
the Fédération Internationale de Volleyball,ORG,27881,27924,https://en.wikipedia.org/wiki/Olympic_Games
IFs,ORG,28000,28003,https://en.wikipedia.org/wiki/Olympic_Games
the Hellenic Olympic Committee,ORG,28189,28219,https://en.wikipedia.org/wiki/Olympic_Games
HOC,ORG,28221,28224,https://en.wikipedia.org/wiki/Olympic_Games
NOC,ORG,28233,28236,https://en.wikipedia.org/wiki/Olympic_Games
the Hellenic Republic,GPE,28259,28280,https://en.wikipedia.org/wiki/Olympic_Games
OCOGs,ORG,28389,28394,https://en.wikipedia.org/wiki/Olympic_Games
each Olympic Games,EVENT,28457,28475,https://en.wikipedia.org/wiki/Olympic_Games
March 2025,DATE,29271,29281,https://en.wikipedia.org/wiki/Olympic_Games
Coventry,PERSON,29401,29409,https://en.wikipedia.org/wiki/Olympic_Games
Coventry,ORG,29587,29595,https://en.wikipedia.org/wiki/Olympic_Games
BRICS,LOC,29835,29840,https://en.wikipedia.org/wiki/Olympic_Games
Avery Brundage,PERSON,30132,30146,https://en.wikipedia.org/wiki/Olympic_Games
Juan Antonio Samaranch,PERSON,30151,30173,https://en.wikipedia.org/wiki/Olympic_Games
Brundage,PERSON,30205,30213,https://en.wikipedia.org/wiki/Olympic_Games
Eastern Bloc,LOC,30441,30453,https://en.wikipedia.org/wiki/Olympic_Games
South Africa.[101,GPE,30682,30699,https://en.wikipedia.org/wiki/Olympic_Games
Samaranch,PERSON,30718,30727,https://en.wikipedia.org/wiki/Olympic_Games
